,text,sarcasm
379,"IK has given us courage to speak against these so called VIPS, ab chahai wo banni galla jayai ya kaheen or #GoNawazGo",0
380,"At least I don't have to stay up late night #UCL #MUFC ... and ""Get him on a plane.. Bring him home from spain #VivaRonaldo""",1
381,I'll just have 2! #NOT #lieswetellourselves #imsleeptho #guiltypleasure #DUNKit,1
382,Holy crap!! Panic! #indyref is top story on CNN's US news feed. only ever report important stuff!,1
383,"absolutely love how you don't speak in person but are so quick to text me with some "" i miss you"" 😏",0
384,"yes, it is. But it's also terrible what happened to the poor kid she doxxed.",0
385,As we speak I am typing my paper that is due Thursday that I have to type tonight because I have so much to do and 4 tests 👎,1
386,For the first time in my life I literally spent an entire weekend doing school work and reading... #noteveninhygieneschool,1
387,gonna teach him how to properly speak in english and etc my life is so so nul a chier but awespme at the same time,0
388,I love the fa to that townies can come protest on campus freely #not,1
389,nothing captures her attention more than a lizard on the ceiling #maybetuna #cats #pets #love #furball #hunter #not,1
390,You Ever Seen Somebody You Was So Tight With Like Legit Would Give Your Last To Out &amp; Y'all Don't Even Speak Anymore?,0
391,Want to learn to speak Icelandic. Rosetta Stone doesn't have Icelandic so Mighty Ducks 2 it is. #TheGooalieNOO! #The #Gooalie #N #O #O!,0
392,I can't speak to your preferences. But I can say that this is the 1st big AAPL initiative so completely tied to existing ecosystem,0
393,When someone expects you to speak... You didn't speak to me so why should I? #soserious,0
394,I just love getting inside headers. Beater inspection Very therapeutic! tweet #harvest14 #agchatoz,1
395,I love how others make their problem mine #Vent #LongDay,1
396,yes he speaks it very well. All the gujju community will be happy to hear him speak it so well.,0
397,I really want to learn how to speak French. French just sounds so cool.,0
398,"I literally had to delete more than 50% of my apps, and multiple msg threads bc iOs8 required so much freakin' space. #NotAGoodStart",1
399,Comfort Gold - Dog Pain Support Dogs cannot speak and so they are not able to “tell” us when #naturalcures,0
400,There's no one I can speak to. I'm so sad it's unbearable,0
401,I like that! It makes me want to vote yes! #not!!,1
402,I love it when my ipad randomly disconnects from the Internet and won't reconnect,1
403,6.15am. Just got busted a new one by but still smiling lol #iloverunning #not,1
404,I love that I have to delete 2.5 more gigs just so I can install an update...,1
405,Wanting to have one person you feel you can speak to so to help you through depression,0
406,"I love eating lunch with nothing but me, myself, and I.",0
407,If the temp is -4 it is very unlikely to be a fault so speak to the train manager who maybe able to assist.,0
408,I just love getting rained on while wearing white shoes 😑 #not,1
409,Bitches be so bored they mfs lives that they feel the need to speak on somethin that doesn't involve them,0
410,"I don't like so don't look at me, speak to me or breathe the same air as me✌️",0
411,There's so much shit I don't speak on because I'm not informed enough to have an educated opinion,0
412,"I hate how you can be so used to talking to someone everyday and in the blink of an eye, you just don't speak anymore. Ever.",0
413,"Just speak to be like you know who I am, I'm not ya home boy or ya friends so respect it an don't speak to me as such 👌",0
414,I can't even speak my second language so asking me to speak in Spanish for class is probably NOT going to happen,0
415,ah im so envious of you im chinese and i go to a chinese sch so i dont hv friends who can speak malay sarawak,0
416,I love it when automatic doors don't feel like being very automatic #helpful #ThanksForNothing #YouHadOneJob,1
417,"Just heard someone refer to their sunglasses as ""sunnies"" so now I never want to speak to another human again.",0
418,I'll dead ass walk pass people I know and act like I'm on my people so I won't have to speak if I don't feel like talking,0
419,THERES A KOREAN GUY IN OUR SCHOOL AND MY FRIENDS AND I ARE TRYING SO HARD JUST TO GO SPEAK TO HIM,0
420,sometimes you have to speak out on what you feel is right when it's so much controversy goin on right now IMO,0
421,Anxiety attacks are just loads of fun,1
422,yes !! I admire that 😍😍 I used to be so quiet and afraid to speak for myself.. Then I grew up 😈,0
423,I just love how I can go to my friends for advice. tweet,1
424,"Sometime wonder why I speak to josh he's so horrible to me, DICK",0
425,Thank you so much for coming to speak today !! I know everyone really appreciated it ❤️,0
426,yes I can imagine. That's why Jews who speak out seem so heroic to me. Must be very hard.,0
427,I'm going to learn how to speak Japanese so I can read that magazine,0
428,I look really good without makeup.... #not,1
429,I love it when people help themselves to my stuff.. #not 😒,1
430,I'm done getting my hopes up. 😔 #yeahright,1
431,I should get a girlfriend award for managing to either tick my boyfriend off &amp; make him upset all the time .... .,1
432,I love sitting alone in class #not,1
433,I hate Wednesday's because non of my friends finish early so I'm just left with nobody to speak to until 3.30/4 until they finish,0
434,I love getting the support and backup I need!! 😒,1
435,I love the fact that you can spend your day off taking selfies and hanging out with your boyfriend instead of with your kids #not,1
436,I love Monday's!!! 👎,1
437,So the protesters are planning on disrupting this council meeting too. They act as if when they ask to speak at...,0
438,At least it was a great sports weekend!! #not,1
439,At least I can remember my last night in toast #whathappened #imamess,1
440,ahh...I can't do tomorrow now!ill be in in half an hr so speak to you then if you're there xx,0
441,i like him but not everything about him#not sure#😣,0
442,I Just Love Mondays 😒,1
443,"I feel ya, since I speak Spanish (more or less) I want to go to Mexico City so I can see Danna and Cecilia.",0
444,I love it when I send her something about TFIOS...she obviously loves it too... #not #TFIOS,1
445,Good think I sent that text for you to read.. No need to reply or anything,1
446,But yet again I don't speak to anyone important so I can't complain ab conversations lmao,0
447,"people expect more time to speak I love you, I'm sorry, forgive me, time is precious, so I'll talk to whom I love;",0
448,🌸 being in love sucks 🌸 #goodnight#bc#im#just#a#big#shit#not#cute#bye,0
449,I hate when someone say they seen me. Ok? And? U didn't speak so.. Why u bring it to my attention 😳 I wasn't lookin for u,0
450,I know boo ;-( I just wish I could have the balls to speak up hurts me really bad because took me so long to forget the one,0
451,"I love spanglish, its so fun to speak like that, asi no mas te entienden mitad de las chingaderas que dices. Lol",1
452,Sometimes I think about expressing my opinion. But then I remember that I haven't learned or seen enough to speak. So I listen and learn,0
453,You about to go over to Greece? RT So I gotta learn how to speak Greek?,0
454,English this morning oh the joys,1
455,I'm so excited to hear speak today! Thanks,0
456,I intentionally sat at the table with only one chair so people would not speak to me could u not,0
457,just pre-ordered Afterworlds!!! so excited to hear you speak in St Louis!!!!!!,0
458,Good to see Clichy and Sagna re-united #Not,1
459,nothing gets to me anymore. im unbothered by a lot of shit. so i won't fix my lips to speak on it. it's whatever really.,1
460,conservatives don't need other languages they wanna talk to me they better speak English *sarcasm but so true,0
461,I just got along with it most of the time so I don't have to speak to them at all.,0
462,Black boys at UNCW be so anti vs. other guys. You speak to them &amp; they would think you pulled out a gun &amp; pointed it at their face. ✋😒,0
463,I'm at my state fair and all kids get in free today and the line to get in can't be any longer. #fun,1
464,The fact that the same Adam Levine song is playing and three radio station simultaneously really speaks to how good radio is,1
465,Wanting to speak to someone for so long but when you finally do things only get worse..great start to the day. Fs,0
466,People moaning about folk going on about the indyref need to wise up. Go speak about big brother then cause it's so much more important😂,0
